Comunidades y Ciudades Autónomas;Periodo;Total
02 Aragón;1967M01;1096
02 Aragón;1966M12;1061
02 Aragón;1966M11;952
02 Aragón;1966M10;786
02 Aragón;1966M09;757
02 Aragón;1966M08;735
02 Aragón;1966M07;771
02 Aragón;1966M06;804
02 Aragón;1966M05;916
02 Aragón;1966M04;947
02 Aragón;1966M03;920
02 Aragón;1966M02;855
02 Aragón;1966M01;1024
02 Aragón;1965M12;1047
02 Aragón;1965M11;848
02 Aragón;1965M10;788
02 Aragón;1965M09;750
02 Aragón;1965M08;706
02 Aragón;1965M07;744
02 Aragón;1965M06;797
02 Aragón;1965M05;868
02 Aragón;1965M04;932
02 Aragón;1965M03;1055
02 Aragón;1965M02;940
02 Aragón;1965M01;1151
02 Aragón;1964M12;1052
02 Aragón;1964M11;890
02 Aragón;1964M10;715
02 Aragón;1964M09;702
02 Aragón;1964M08;731
02 Aragón;1964M07;765
02 Aragón;1964M06;738
02 Aragón;1964M05;728
02 Aragón;1964M04;921
02 Aragón;1964M03;993
02 Aragón;1964M02;1197
02 Aragón;1964M01;1308
02 Aragón;1963M12;1041
02 Aragón;1963M11;758
02 Aragón;1963M10;697
02 Aragón;1963M09;686
02 Aragón;1963M08;726
02 Aragón;1963M07;786
02 Aragón;1963M06;732
02 Aragón;1963M05;930
02 Aragón;1963M04;104
02 Aragón;1963M03;1141
02 Aragón;1963M02;1367
02 Aragón;1963M01;1322
02 Aragón;1962M12;13
02 Aragón;1962M11;975
02 Aragón;1962M10;758
02 Aragón;1962M09;680
02 Aragón;1962M08;719
02 Aragón;1962M07;741
02 Aragón;1962M06;771
02 Aragón;1962M05;818
02 Aragón;1962M04;888
02 Aragón;1962M03;1057
02 Aragón;1962M02;1162
02 Aragón;1962M01;1333
02 Aragón;1961M12;1078
02 Aragón;1961M11;921
02 Aragón;1961M10;775
02 Aragón;1961M09;664
02 Aragón;1961M08;726
02 Aragón;1961M07;773
02 Aragón;1961M06;767
02 Aragón;1961M05;817
02 Aragón;1961M04;841
02 Aragón;1961M03;903
02 Aragón;1961M02;980
02 Aragón;1961M01;1166
02 Aragón;1960M12;1111
02 Aragón;1960M11;888
02 Aragón;1960M10;790
02 Aragón;1960M09;673
02 Aragón;1960M08;731
02 Aragón;1960M07;737
02 Aragón;1960M06;716
02 Aragón;1960M05;786
02 Aragón;1960M04;856
02 Aragón;1960M03;939
02 Aragón;1960M02;1282
02 Aragón;1960M01;1252
02 Aragón;1959M12;1008
02 Aragón;1959M11;832
02 Aragón;1959M10;769
02 Aragón;1959M09;680
02 Aragón;1959M08;701
02 Aragón;1959M07;823
02 Aragón;1959M06;787
02 Aragón;1959M05;909
02 Aragón;1959M04;1085
02 Aragón;1959M03;949
02 Aragón;1959M02;1084
02 Aragón;1959M01;1113
02 Aragón;1958M12;1
02 Aragón;1958M11;807
02 Aragón;1958M10;804
02 Aragón;1958M09;747
02 Aragón;1958M08;735
02 Aragón;1958M07;821
02 Aragón;1958M06;720
02 Aragón;1958M05;791
02 Aragón;1958M04;872
02 Aragón;1958M03;981
02 Aragón;1958M02;1003
02 Aragón;1958M01;1175
02 Aragón;1957M12;1147
02 Aragón;1957M11;1154
02 Aragón;1957M10;1321
02 Aragón;1957M09;740
02 Aragón;1957M08;751
02 Aragón;1957M07;773
02 Aragón;1957M06;753
02 Aragón;1957M05;825
02 Aragón;1957M04;828
02 Aragón;1957M03;975
02 Aragón;1957M02;1123
02 Aragón;1957M01;1252
02 Aragón;1956M12;1149
02 Aragón;1956M11;953
02 Aragón;1956M10;806
02 Aragón;1956M09;792
02 Aragón;1956M08;803
02 Aragón;1956M07;792
02 Aragón;1956M06;797
02 Aragón;1956M05;940
02 Aragón;1956M04;926
02 Aragón;1956M03;125
02 Aragón;1956M02;1662
02 Aragón;1956M01;1187
02 Aragón;1955M12;1049
02 Aragón;1955M11;984
02 Aragón;1955M10;791
02 Aragón;1955M09;778
02 Aragón;1955M08;846
02 Aragón;1955M07;802
02 Aragón;1955M06;751
02 Aragón;1955M05;894
02 Aragón;1955M04;984
02 Aragón;1955M03;1156
02 Aragón;1955M02;1012
02 Aragón;1955M01;1154
02 Aragón;1954M12;1104
02 Aragón;1954M11;777
02 Aragón;1954M10;758
02 Aragón;1954M09;661
02 Aragón;1954M08;785
02 Aragón;1954M07;729
02 Aragón;1954M06;786
02 Aragón;1954M05;853
02 Aragón;1954M04;877
02 Aragón;1954M03;944
02 Aragón;1954M02;1166
02 Aragón;1954M01;1131
02 Aragón;1953M12;919
02 Aragón;1953M11;858
02 Aragón;1953M10;868
02 Aragón;1953M09;871
02 Aragón;1953M08;835
02 Aragón;1953M07;740
02 Aragón;1953M06;770
02 Aragón;1953M05;819
02 Aragón;1953M04;997
02 Aragón;1953M03;1518
02 Aragón;1953M02;144
02 Aragón;1953M01;1318
02 Aragón;1952M12;974
02 Aragón;1952M11;852
02 Aragón;1952M10;776
02 Aragón;1952M09;733
02 Aragón;1952M08;776
02 Aragón;1952M07;812
02 Aragón;1952M06;723
02 Aragón;1952M05;883
02 Aragón;1952M04;891
02 Aragón;1952M03;1151
02 Aragón;1952M02;116
02 Aragón;1952M01;1231
02 Aragón;1951M12;1062
02 Aragón;1951M11;948
02 Aragón;1951M10;940
02 Aragón;1951M09;781
02 Aragón;1951M08;813
02 Aragón;1951M07;827
02 Aragón;1951M06;814
02 Aragón;1951M05;995
02 Aragón;1951M04;1018
02 Aragón;1951M03;1392
02 Aragón;1951M02;1971
02 Aragón;1951M01;2157
02 Aragón;1950M12;1187
02 Aragón;1950M11;904
02 Aragón;1950M10;909
02 Aragón;1950M09;864
02 Aragón;1950M08;944
02 Aragón;1950M07;1064
02 Aragón;1950M06;977
02 Aragón;1950M05;1024
02 Aragón;1950M04;1023
02 Aragón;1950M03;1155
02 Aragón;1950M02;1082
02 Aragón;1950M01;1272
02 Aragón;1949M12;1217
02 Aragón;1949M11;1066
02 Aragón;1949M10;1027
02 Aragón;1949M09;965
02 Aragón;1949M08;105
02 Aragón;1949M07;1044
02 Aragón;1949M06;917
02 Aragón;1949M05;991
02 Aragón;1949M04;1019
02 Aragón;1949M03;1245
02 Aragón;1949M02;1335
02 Aragón;1949M01;1428
02 Aragón;1948M12;1337
02 Aragón;1948M11;1002
02 Aragón;1948M10;984
02 Aragón;1948M09;939
02 Aragón;1948M08;1047
02 Aragón;1948M07;1013
02 Aragón;1948M06;946
02 Aragón;1948M05;101
02 Aragón;1948M04;1006
02 Aragón;1948M03;1241
02 Aragón;1948M02;1213
02 Aragón;1948M01;1233
02 Aragón;1947M12;1321
02 Aragón;1947M11;1008
02 Aragón;1947M10;993
02 Aragón;1947M09;937
02 Aragón;1947M08;1054
02 Aragón;1947M07;1037
02 Aragón;1947M06;903
02 Aragón;1947M05;968
02 Aragón;1947M04;118
02 Aragón;1947M03;1451
02 Aragón;1947M02;1503
02 Aragón;1947M01;1573
02 Aragón;1946M12;1371
02 Aragón;1946M11;112
02 Aragón;1946M10;1011
02 Aragón;1946M09;1048
02 Aragón;1946M08;1193
02 Aragón;1946M07;1079
02 Aragón;1946M06;1016
02 Aragón;1946M05;1151
02 Aragón;1946M04;1072
02 Aragón;1946M03;1214
02 Aragón;1946M02;1196
02 Aragón;1946M01;1498
02 Aragón;1945M12;1316
02 Aragón;1945M11;1076
02 Aragón;1945M10;1106
02 Aragón;1945M09;1037
02 Aragón;1945M08;1132
02 Aragón;1945M07;1233
02 Aragón;1945M06;1087
02 Aragón;1945M05;1006
02 Aragón;1945M04;1082
02 Aragón;1945M03;1281
02 Aragón;1945M02;121
02 Aragón;1945M01;1521
02 Aragón;1944M12;1151
02 Aragón;1944M11;1098
02 Aragón;1944M10;1077
02 Aragón;1944M09;1053
02 Aragón;1944M08;1143
02 Aragón;1944M07;1098
02 Aragón;1944M06;942
02 Aragón;1944M05;1044
02 Aragón;1944M04;1027
02 Aragón;1944M03;1365
02 Aragón;1944M02;1327
02 Aragón;1944M01;1851
02 Aragón;1943M12;2079
02 Aragón;1943M11;1394
02 Aragón;1943M10;1084
02 Aragón;1943M09;1089
02 Aragón;1943M08;1225
02 Aragón;1943M07;1246
02 Aragón;1943M06;1063
02 Aragón;1943M05;1122
02 Aragón;1943M04;985
02 Aragón;1943M03;1339
02 Aragón;1943M02;1306
02 Aragón;1943M01;1487
02 Aragón;1942M12;1652
02 Aragón;1942M11;1312
02 Aragón;1942M10;1273
02 Aragón;1942M09;1224
02 Aragón;1942M08;1222
02 Aragón;1942M07;1135
02 Aragón;1942M06;1009
02 Aragón;1942M05;1124
02 Aragón;1942M04;12
02 Aragón;1942M03;1483
02 Aragón;1942M02;1431
02 Aragón;1942M01;1827
02 Aragón;1941M12;1556
02 Aragón;1941M11;1412
02 Aragón;1941M10;1262
02 Aragón;1941M09;1353
02 Aragón;1941M08;1441
02 Aragón;1941M07;1209
02 Aragón;1941M06;1185
02 Aragón;1941M05;1271
02 Aragón;1941M04;1609
02 Aragón;1941M03;1691
02 Aragón;1941M02;1522
02 Aragón;1941M01;1863
03 Asturias, Principado de;1974M12;135
03 Asturias, Principado de;1974M11;782
03 Asturias, Principado de;1974M10;803
03 Asturias, Principado de;1974M09;686
03 Asturias, Principado de;1974M08;738
03 Asturias, Principado de;1974M07;725
03 Asturias, Principado de;1974M06;695
03 Asturias, Principado de;1974M05;796
03 Asturias, Principado de;1974M04;790
03 Asturias, Principado de;1974M03;863
03 Asturias, Principado de;1974M02;855
03 Asturias, Principado de;1974M01;939
03 Asturias, Principado de;1973M12;868
03 Asturias, Principado de;1973M11;738
03 Asturias, Principado de;1973M10;729
03 Asturias, Principado de;1973M09;635
03 Asturias, Principado de;1973M08;657
03 Asturias, Principado de;1973M07;673
03 Asturias, Principado de;1973M06;678
03 Asturias, Principado de;1973M05;727
03 Asturias, Principado de;1973M04;796
03 Asturias, Principado de;1973M03;860
03 Asturias, Principado de;1973M02;930
03 Asturias, Principado de;1973M01;1273
03 Asturias, Principado de;1972M12;828
03 Asturias, Principado de;1972M11;732
03 Asturias, Principado de;1972M10;696
03 Asturias, Principado de;1972M09;606
03 Asturias, Principado de;1972M08;643
03 Asturias, Principado de;1972M07;734
03 Asturias, Principado de;1972M06;644
03 Asturias, Principado de;1972M05;773
03 Asturias, Principado de;1972M04;800
03 Asturias, Principado de;1972M03;836
03 Asturias, Principado de;1972M02;780
03 Asturias, Principado de;1972M01;956
03 Asturias, Principado de;1971M12;961
03 Asturias, Principado de;1971M11;891
03 Asturias, Principado de;1971M10;867
03 Asturias, Principado de;1971M09;498
03 Asturias, Principado de;1971M08;632
03 Asturias, Principado de;1971M07;680
03 Asturias, Principado de;1971M06;692
03 Asturias, Principado de;1971M05;737
03 Asturias, Principado de;1971M04;824
03 Asturias, Principado de;1971M03;885
03 Asturias, Principado de;1971M02;826
03 Asturias, Principado de;1971M01;1095
03 Asturias, Principado de;1970M12;837
03 Asturias, Principado de;1970M11;723
03 Asturias, Principado de;1970M10;674
03 Asturias, Principado de;1970M09;616
03 Asturias, Principado de;1970M08;643
03 Asturias, Principado de;1970M07;637
03 Asturias, Principado de;1970M06;670
03 Asturias, Principado de;1970M05;756
03 Asturias, Principado de;1970M04;814
03 Asturias, Principado de;1970M03;908
03 Asturias, Principado de;1970M02;728
03 Asturias, Principado de;1970M01;1007
03 Asturias, Principado de;1969M12;1003
03 Asturias, Principado de;1969M11;910
03 Asturias, Principado de;1969M10;748
03 Asturias, Principado de;1969M09;619
03 Asturias, Principado de;1969M08;627
03 Asturias, Principado de;1969M07;665
03 Asturias, Principado de;1969M06;621
03 Asturias, Principado de;1969M05;706
03 Asturias, Principado de;1969M04;758
03 Asturias, Principado de;1969M03;786
03 Asturias, Principado de;1969M02;811
03 Asturias, Principado de;1969M01;874
03 Asturias, Principado de;1968M12;766
03 Asturias, Principado de;1968M11;652
03 Asturias, Principado de;1968M10;585
03 Asturias, Principado de;1968M09;533
03 Asturias, Principado de;1968M08;615
03 Asturias, Principado de;1968M07;647
03 Asturias, Principado de;1968M06;571
03 Asturias, Principado de;1968M05;678
03 Asturias, Principado de;1968M04;776
03 Asturias, Principado de;1968M03;922
03 Asturias, Principado de;1968M02;971
03 Asturias, Principado de;1968M01;918
03 Asturias, Principado de;1967M12;888
03 Asturias, Principado de;1967M11;707
03 Asturias, Principado de;1967M10;653
03 Asturias, Principado de;1967M09;587
03 Asturias, Principado de;1967M08;586
03 Asturias, Principado de;1967M07;645
03 Asturias, Principado de;1967M06;635
03 Asturias, Principado de;1967M05;732
03 Asturias, Principado de;1967M04;718
03 Asturias, Principado de;1967M03;766
03 Asturias, Principado de;1967M02;809
03 Asturias, Principado de;1967M01;920
03 Asturias, Principado de;1966M12;759
03 Asturias, Principado de;1966M11;740
03 Asturias, Principado de;1966M10;637
03 Asturias, Principado de;1966M09;568
03 Asturias, Principado de;1966M08;549
03 Asturias, Principado de;1966M07;596
03 Asturias, Principado de;1966M06;565
03 Asturias, Principado de;1966M05;583
03 Asturias, Principado de;1966M04;715
03 Asturias, Principado de;1966M03;878
03 Asturias, Principado de;1966M02;718
03 Asturias, Principado de;1966M01;796
03 Asturias, Principado de;1965M12;764
03 Asturias, Principado de;1965M11;588
03 Asturias, Principado de;1965M10;600
03 Asturias, Principado de;1965M09;588
03 Asturias, Principado de;1965M08;581
03 Asturias, Principado de;1965M07;564
03 Asturias, Principado de;1965M06;618
03 Asturias, Principado de;1965M05;677
03 Asturias, Principado de;1965M04;691
03 Asturias, Principado de;1965M03;878
03 Asturias, Principado de;1965M02;698
03 Asturias, Principado de;1965M01;854
03 Asturias, Principado de;1964M12;836
03 Asturias, Principado de;1964M11;672
03 Asturias, Principado de;1964M10;596
03 Asturias, Principado de;1964M09;603
03 Asturias, Principado de;1964M08;539
03 Asturias, Principado de;1964M07;563
03 Asturias, Principado de;1964M06;560
03 Asturias, Principado de;1964M05;622
03 Asturias, Principado de;1964M04;779
03 Asturias, Principado de;1964M03;791
03 Asturias, Principado de;1964M02;710
03 Asturias, Principado de;1964M01;901
03 Asturias, Principado de;1963M12;755
03 Asturias, Principado de;1963M11;667
03 Asturias, Principado de;1963M10;552
03 Asturias, Principado de;1963M09;523
03 Asturias, Principado de;1963M08;520
03 Asturias, Principado de;1963M07;529
03 Asturias, Principado de;1963M06;567
03 Asturias, Principado de;1963M05;621
03 Asturias, Principado de;1963M04;661
03 Asturias, Principado de;1963M03;766
03 Asturias, Principado de;1963M02;872
03 Asturias, Principado de;1963M01;963
03 Asturias, Principado de;1962M12;848
03 Asturias, Principado de;1962M11;734
03 Asturias, Principado de;1962M10;576
03 Asturias, Principado de;1962M09;543
03 Asturias, Principado de;1962M08;565
03 Asturias, Principado de;1962M07;564
03 Asturias, Principado de;1962M06;583
03 Asturias, Principado de;1962M05;709
03 Asturias, Principado de;1962M04;720
03 Asturias, Principado de;1962M03;826
03 Asturias, Principado de;1962M02;806
03 Asturias, Principado de;1962M01;1345
03 Asturias, Principado de;1961M12;830
03 Asturias, Principado de;1961M11;763
03 Asturias, Principado de;1961M10;583
03 Asturias, Principado de;1961M09;574
03 Asturias, Principado de;1961M08;546
03 Asturias, Principado de;1961M07;581
03 Asturias, Principado de;1961M06;600
03 Asturias, Principado de;1961M05;661
03 Asturias, Principado de;1961M04;599
03 Asturias, Principado de;1961M03;677
03 Asturias, Principado de;1961M02;726
03 Asturias, Principado de;1961M01;902
03 Asturias, Principado de;1960M12;765
03 Asturias, Principado de;1960M11;674
03 Asturias, Principado de;1960M10;636
03 Asturias, Principado de;1960M09;518
03 Asturias, Principado de;1960M08;507
03 Asturias, Principado de;1960M07;537
03 Asturias, Principado de;1960M06;517
03 Asturias, Principado de;1960M05;629
03 Asturias, Principado de;1960M04;650
03 Asturias, Principado de;1960M03;833
03 Asturias, Principado de;1960M02;885
03 Asturias, Principado de;1960M01;763
03 Asturias, Principado de;1959M12;790
03 Asturias, Principado de;1959M11;671
03 Asturias, Principado de;1959M10;579
03 Asturias, Principado de;1959M09;563
03 Asturias, Principado de;1959M08;635
03 Asturias, Principado de;1959M07;545
03 Asturias, Principado de;1959M06;608
03 Asturias, Principado de;1959M05;726
03 Asturias, Principado de;1959M04;820
03 Asturias, Principado de;1959M03;768
03 Asturias, Principado de;1959M02;709
03 Asturias, Principado de;1959M01;862
03 Asturias, Principado de;1958M12;804
03 Asturias, Principado de;1958M11;600
03 Asturias, Principado de;1958M10;660
03 Asturias, Principado de;1958M09;572
03 Asturias, Principado de;1958M08;585
03 Asturias, Principado de;1958M07;629
03 Asturias, Principado de;1958M06;594
03 Asturias, Principado de;1958M05;673
03 Asturias, Principado de;1958M04;693
03 Asturias, Principado de;1958M03;778
03 Asturias, Principado de;1958M02;688
03 Asturias, Principado de;1958M01;790
03 Asturias, Principado de;1957M12;986
03 Asturias, Principado de;1957M11;987
03 Asturias, Principado de;1957M10;869
03 Asturias, Principado de;1957M09;594
03 Asturias, Principado de;1957M08;596
03 Asturias, Principado de;1957M07;530
03 Asturias, Principado de;1957M06;561
03 Asturias, Principado de;1957M05;645
03 Asturias, Principado de;1957M04;684
03 Asturias, Principado de;1957M03;710
03 Asturias, Principado de;1957M02;740
03 Asturias, Principado de;1957M01;765
03 Asturias, Principado de;1956M12;793
03 Asturias, Principado de;1956M11;663
03 Asturias, Principado de;1956M10;573
03 Asturias, Principado de;1956M09;582
03 Asturias, Principado de;1956M08;524
03 Asturias, Principado de;1956M07;535
03 Asturias, Principado de;1956M06;635
03 Asturias, Principado de;1956M05;676
03 Asturias, Principado de;1956M04;691
03 Asturias, Principado de;1956M03;961
03 Asturias, Principado de;1956M02;957
03 Asturias, Principado de;1956M01;940
03 Asturias, Principado de;1955M12;917
03 Asturias, Principado de;1955M11;759
03 Asturias, Principado de;1955M10;716
03 Asturias, Principado de;1955M09;599
03 Asturias, Principado de;1955M08;585
03 Asturias, Principado de;1955M07;504
03 Asturias, Principado de;1955M06;642
03 Asturias, Principado de;1955M05;701
03 Asturias, Principado de;1955M04;740
03 Asturias, Principado de;1955M03;1007
03 Asturias, Principado de;1955M02;784
03 Asturias, Principado de;1955M01;994
03 Asturias, Principado de;1954M12;778
03 Asturias, Principado de;1954M11;720
03 Asturias, Principado de;1954M10;594
03 Asturias, Principado de;1954M09;435
03 Asturias, Principado de;1954M08;527
03 Asturias, Principado de;1954M07;572
03 Asturias, Principado de;1954M06;536
03 Asturias, Principado de;1954M05;668
03 Asturias, Principado de;1954M04;678
03 Asturias, Principado de;1954M03;714
03 Asturias, Principado de;1954M02;757
03 Asturias, Principado de;1954M01;761
03 Asturias, Principado de;1953M12;658
03 Asturias, Principado de;1953M11;666
03 Asturias, Principado de;1953M10;624
03 Asturias, Principado de;1953M09;513
03 Asturias, Principado de;1953M08;581
03 Asturias, Principado de;1953M07;535
03 Asturias, Principado de;1953M06;673
03 Asturias, Principado de;1953M05;634
03 Asturias, Principado de;1953M04;759
03 Asturias, Principado de;1953M03;954
03 Asturias, Principado de;1953M02;926
03 Asturias, Principado de;1953M01;960
03 Asturias, Principado de;1952M12;832
03 Asturias, Principado de;1952M11;646
03 Asturias, Principado de;1952M10;567
03 Asturias, Principado de;1952M09;605
03 Asturias, Principado de;1952M08;536
03 Asturias, Principado de;1952M07;583
03 Asturias, Principado de;1952M06;612
03 Asturias, Principado de;1952M05;741
03 Asturias, Principado de;1952M04;822
03 Asturias, Principado de;1952M03;731
03 Asturias, Principado de;1952M02;859
03 Asturias, Principado de;1952M01;909
03 Asturias, Principado de;1951M12;807
03 Asturias, Principado de;1951M11;718
03 Asturias, Principado de;1951M10;706
03 Asturias, Principado de;1951M09;643
03 Asturias, Principado de;1951M08;616
03 Asturias, Principado de;1951M07;795
03 Asturias, Principado de;1951M06;642
03 Asturias, Principado de;1951M05;805
03 Asturias, Principado de;1951M04;821
03 Asturias, Principado de;1951M03;1076
03 Asturias, Principado de;1951M02;1531
03 Asturias, Principado de;1951M01;1514
03 Asturias, Principado de;1950M12;905
03 Asturias, Principado de;1950M11;765
03 Asturias, Principado de;1950M10;677
03 Asturias, Principado de;1950M09;663
03 Asturias, Principado de;1950M08;723
03 Asturias, Principado de;1950M07;771
03 Asturias, Principado de;1950M06;737
03 Asturias, Principado de;1950M05;765
03 Asturias, Principado de;1950M04;821
03 Asturias, Principado de;1950M03;820
03 Asturias, Principado de;1950M02;870
03 Asturias, Principado de;1950M01;991
03 Asturias, Principado de;1949M12;994
03 Asturias, Principado de;1949M11;852
03 Asturias, Principado de;1949M10;758
03 Asturias, Principado de;1949M09;695
03 Asturias, Principado de;1949M08;690
03 Asturias, Principado de;1949M07;717
03 Asturias, Principado de;1949M06;686
03 Asturias, Principado de;1949M05;824
03 Asturias, Principado de;1949M04;764
03 Asturias, Principado de;1949M03;931
03 Asturias, Principado de;1949M02;915
03 Asturias, Principado de;1949M01;109
03 Asturias, Principado de;1948M12;937
03 Asturias, Principado de;1948M11;830
03 Asturias, Principado de;1948M10;789
03 Asturias, Principado de;1948M09;680
03 Asturias, Principado de;1948M08;742
03 Asturias, Principado de;1948M07;731
03 Asturias, Principado de;1948M06;726
03 Asturias, Principado de;1948M05;781
03 Asturias, Principado de;1948M04;832
03 Asturias, Principado de;1948M03;918
03 Asturias, Principado de;1948M02;942
03 Asturias, Principado de;1948M01;1051
